,X Wind,Y Wind,Mean TTE,Completed Mission,Out of Bounds,Out of Time,Tipped
40,-7.5,-12.5,3.9239417459431163,False,,,
41,-7.5,-10.0,3.1373500790107793,False,,,
42,-7.5,-7.5,2.3526116974963074,False,,,
43,-7.5,-5.0,1.5699552335889093,False,,,
44,-7.5,-2.5,2.186250474467013,False,,,
45,-7.5,0.0,2.131744802861581,False,,,
46,-7.5,2.5,2.186037177518655,False,,,
47,-7.5,5.0,1.5699552335889093,False,,,
48,-7.5,7.5,2.3526116974963074,False,,,
49,-7.5,10.0,3.1373500790107793,False,,,
50,-7.5,12.5,3.9239417459431163,False,,,
51,-7.5,15.0,4.713410565407338,False,,,
52,-5.0,-15.0,4.707091571140563,False,,,
53,-5.0,-12.5,3.9189937248179496,False,,,
54,-5.0,-10.0,3.133250432862917,False,,,
55,-5.0,-7.5,2.3501002105854254,False,,,
56,-5.0,-5.0,1.5349449041292114,True,,,
57,-5.0,-2.5,1.18776455772861,True,,,
58,-5.0,0.0,0.9025901831914309,True,,,
59,-5.0,2.5,1.2124608332722866,True,,,
60,-5.0,5.0,1.5914419630482273,True,,,
61,-5.0,7.5,2.3501002105854254,False,,,
62,-5.0,10.0,3.133250432862917,False,,,
63,-5.0,12.5,3.9189937248179496,False,,,
64,-5.0,15.0,4.707091571140563,False,,,
65,-2.5,-15.0,4.703875195166048,False,,,
66,-2.5,-12.5,3.916372652403374,False,,,
67,-2.5,-10.0,3.131513606727633,False,,,
68,-2.5,-7.5,2.3480547293922815,False,,,
69,-2.5,-5.0,1.152544005785132,True,,,
70,-2.5,-2.5,0.7974726118538252,True,,,
71,-2.5,0.0,0.5112271390118631,True,,,
72,-2.5,2.5,0.8293125759013382,True,,,
73,-2.5,5.0,1.2141953615204037,True,,,
74,-2.5,7.5,2.3480547293922815,False,,,
75,-2.5,10.0,3.131513606727633,False,,,
76,-2.5,12.5,3.916372652403374,False,,,
77,-2.5,15.0,4.703875195166048,False,,,
78,0.0,-15.0,4.7035196209858015,False,,,
79,0.0,-12.5,3.9162839955260713,False,,,
80,0.0,-10.0,3.1311413423861003,False,,,
81,0.0,-7.5,2.3480590494431737,False,,,
82,0.0,-5.0,0.8517860305251828,True,,,
83,0.0,-2.5,0.5050107425444794,True,,,
84,0.0,0.0,0.2250494560323503,True,,,
85,0.0,2.5,0.529509271375582,True,,,
86,0.0,5.0,0.910305869359708,True,,,
87,0.0,7.5,2.3480590494431737,False,,,
88,0.0,10.0,3.1311413423861003,False,,,
89,0.0,12.5,3.9162839955260713,False,,,
90,0.0,15.0,4.7035196209858015,False,,,
91,2.5,-15.0,4.705468838178828,False,,,
92,2.5,-12.5,3.917676370745548,False,,,
93,2.5,-10.0,3.132482314840516,False,,,
94,2.5,-7.5,2.348626487795177,False,,,
95,2.5,-5.0,1.1541967199501524,True,,,
96,2.5,-2.5,0.798395553171085,True,,,
97,2.5,0.0,0.5108859042412843,True,,,
98,2.5,2.5,0.832051969211105,True,,,
99,2.5,5.0,1.207787024643983,True,,,
100,2.5,7.5,2.348626487795177,False,,,
101,2.5,10.0,3.132482314840516,False,,,
102,2.5,12.5,3.917676370745548,False,,,
103,2.5,15.0,4.705468838178828,False,,,
104,5.0,-15.0,4.710656950951913,False,,,
105,5.0,-12.5,3.9219994650840087,False,,,
106,5.0,-10.0,3.13528534468817,False,,,
107,5.0,-7.5,2.351394355343784,False,,,
108,5.0,-5.0,1.5301641514582978,True,,,
109,5.0,-2.5,1.1819256268467282,True,,,
110,5.0,0.0,0.9178337124566315,True,,,
111,5.0,2.5,1.2264146255372939,True,,,
112,5.0,5.0,1.5841118684705564,True,,,
113,5.0,7.5,2.351394355343784,False,,,
114,5.0,10.0,3.13528534468817,False,,,
115,5.0,12.5,3.9219994650840087,False,,,
116,5.0,15.0,4.710656950951913,False,,,
117,7.5,-15.0,4.718423747389736,False,,,
118,7.5,-12.5,3.9281378004792,False,,,
119,7.5,-10.0,3.140838549928137,False,,,
120,7.5,-7.5,2.354997306324429,False,,,
121,7.5,-5.0,2.322279356935084,False,,,
122,7.5,-2.5,2.2785659438263304,False,,,
123,7.5,0.0,2.2491329199969186,False,,,
124,7.5,2.5,2.2776777166652113,False,,,
125,7.5,5.0,2.3205423200928745,False,,,
126,7.5,7.5,2.354997306324429,False,,,
127,7.5,10.0,3.140838549928137,False,,,
128,7.5,12.5,3.9281378004792,False,,,
129,7.5,15.0,4.718423747389736,False,,,
130,10.0,-15.0,4.728611730350225,False,,,
131,10.0,-12.5,3.93639521702093,False,,,
132,10.0,-10.0,3.1470748305022793,False,,,
133,10.0,-7.5,2.3601902375657744,False,,,
134,10.0,-5.0,3.0832461889105796,False,,,
135,10.0,-2.5,3.047734729662861,False,,,
136,10.0,0.0,3.0150791103955275,False,,,
137,10.0,2.5,3.047776726405312,False,,,
138,10.0,5.0,3.0830916444205356,False,,,
139,10.0,7.5,2.3601902375657744,False,,,
140,10.0,10.0,3.1470748305022793,False,,,
141,10.0,12.5,3.93639521702093,False,,,
142,10.0,15.0,4.728611730350225,False,,,
143,12.5,-15.0,4.742197534935518,False,,,
144,12.5,-12.5,3.948365976364905,False,,,
145,12.5,-10.0,3.1558621629122943,False,,,
146,12.5,-7.5,2.366533845352783,False,,,
147,12.5,-5.0,3.88500743955156,False,,,
148,12.5,-2.5,3.852929112724538,False,,,
149,12.5,0.0,3.840866031661065,False,,,
150,12.5,2.5,3.8525593767048174,False,,,
151,12.5,5.0,3.8852729457324098,False,,,
152,12.5,7.5,2.366533845352783,False,,,
153,12.5,10.0,3.1558621629122943,False,,,
154,12.5,12.5,3.948365976364905,False,,,
155,12.5,15.0,4.742197534935518,False,,,
156,15.0,-15.0,4.758073058381895,False,,,
157,15.0,-12.5,3.9609594684662977,False,,,
158,15.0,-10.0,3.1675174198811122,False,,,
159,15.0,-7.5,2.374258175610213,False,,,
160,15.0,-5.0,4.775557461160364,False,,,
161,15.0,-2.5,4.747540763559257,False,,,
162,15.0,0.0,4.719770796105268,False,,,
163,15.0,2.5,4.748614844898927,False,,,
164,15.0,5.0,4.775622544167695,False,,,
165,15.0,7.5,2.374258175610213,False,,,
166,15.0,10.0,3.1675174198811122,False,,,
167,15.0,12.5,3.9609594684662977,False,,,
168,15.0,15.0,4.758073058381895,False,,,
